Match Date,Player 1,Player 2,Player 1 Ranking,Player 2 Ranking,Player 1 Form,Player 2 Form,Head-to-Head Record,Surface,Weather,Match Outcome
2022-07-17,Stefanos Tsitsipas,Carlos Alcaraz,19,1,0.34,0.67,4-4,Grass,Windy,Carlos Alcaraz
2022-07-12,Daniil Medvedev,Alexander Zverev,2,12,0.71,0.53,4-0,Grass,Sunny,Daniil Medvedev
2022-07-12,Andrey Rublev,Stefanos Tsitsipas,4,10,0.7,0.66,0-1,Grass,Windy,Stefanos Tsitsipas
2022-07-07,Taylor Fritz,Casper Ruud,11,13,0.62,0.55,3-3,Grass,Windy,Taylor Fritz
2022-07-16,Jannik Sinner,Frances Tiafoe,6,16,0.71,0.63,1-1,Grass,Windy,Jannik Sinner
2022-06-20,Stefanos Tsitsipas,Casper Ruud,5,10,0.59,0.79,5-1,Grass,Cloudy,Stefanos Tsitsipas
2022-06-24,Carlos Alcaraz,Frances Tiafoe,1,5,0.73,0.7,5-3,Grass,Windy,Carlos Alcaraz
2022-07-09,Carlos Alcaraz,Daniil Medvedev,14,15,0.68,0.62,5-4,Grass,Windy,Carlos Alcaraz
2022-07-01,Daniil Medvedev,Holger Rune,17,14,0.68,0.64,4-3,Grass,Windy,Daniil Medvedev
2022-07-17,Jannik Sinner,Daniil Medvedev,14,20,0.55,0.59,0-4,Grass,Windy,Daniil Medvedev
2022-06-21,Hubert Hurkacz,Jannik Sinner,17,9,0.47,0.67,3-4,Grass,Rainy,Jannik Sinner
2022-07-20,Novak Djokovic,Taylor Fritz,16,12,0.59,0.61,0-4,Grass,Windy,Taylor Fritz
2022-07-06,Hubert Hurkacz,Carlos Alcaraz,5,17,0.69,0.39,2-3,Grass,Sunny,Hubert Hurkacz
2022-07-11,Taylor Fritz,Carlos Alcaraz,8,16,0.62,0.6,5-5,Grass,Sunny,Taylor Fritz
2022-07-07,Frances Tiafoe,Andrey Rublev,19,10,0.58,0.55,4-0,Grass,Rainy,Frances Tiafoe
2022-07-03,Novak Djokovic,Holger Rune,15,17,0.73,0.49,3-4,Grass,Rainy,Novak Djokovic
2022-07-13,Stefanos Tsitsipas,Alexander Zverev,10,6,0.75,0.73,0-5,Grass,Rainy,Alexander Zverev
2022-07-11,Taylor Fritz,Alexander Zverev,2,16,0.67,0.77,4-1,Grass,Sunny,Taylor Fritz
2022-07-06,Alexander Zverev,Taylor Fritz,1,10,0.62,0.74,3-0,Grass,Cloudy,Alexander Zverev
2022-07-17,Carlos Alcaraz,Alexander Zverev,9,5,0.76,0.63,4-2,Grass,Rainy,Carlos Alcaraz
2022-07-11,Alexander Zverev,Novak Djokovic,4,20,0.85,0.52,1-4,Grass,Cloudy,Novak Djokovic
2022-06-25,Holger Rune,Stefanos Tsitsipas,6,9,0.72,0.69,5-1,Grass,Windy,Holger Rune
2022-07-16,Andrey Rublev,Novak Djokovic,11,3,0.63,0.8,1-4,Grass,Cloudy,Novak Djokovic
2022-06-26,Holger Rune,Casper Ruud,13,8,0.7,0.5,5-3,Grass,Cloudy,Holger Rune
2022-07-04,Taylor Fritz,Stefanos Tsitsipas,2,9,0.86,0.49,0-0,Grass,Cloudy,Taylor Fritz
2022-07-02,Casper Ruud,Holger Rune,10,16,0.75,0.7,5-4,Grass,Cloudy,Casper Ruud
2022-06-20,Frances Tiafoe,Casper Ruud,16,9,0.48,0.62,1-4,Grass,Windy,Casper Ruud
2022-06-23,Alexander Zverev,Holger Rune,13,11,0.51,0.62,4-5,Grass,Sunny,Holger Rune
2022-06-30,Andrey Rublev,Frances Tiafoe,12,14,0.6,0.69,4-5,Grass,Rainy,Frances Tiafoe
2022-07-04,Alexander Zverev,Hubert Hurkacz,4,9,0.84,0.8,5-4,Grass,Windy,Alexander Zverev
2022-06-30,Frances Tiafoe,Jannik Sinner,19,7,0.5,0.66,4-2,Grass,Cloudy,Frances Tiafoe
2022-07-06,Andrey Rublev,Novak Djokovic,1,3,0.57,0.64,0-3,Grass,Sunny,Novak Djokovic
2022-06-28,Carlos Alcaraz,Frances Tiafoe,15,12,0.7,0.79,1-5,Grass,Rainy,Frances Tiafoe
2022-07-20,Jannik Sinner,Novak Djokovic,1,20,0.62,0.49,0-0,Grass,Cloudy,Jannik Sinner
2022-07-02,Taylor Fritz,Frances Tiafoe,4,4,0.71,0.74,0-4,Grass,Cloudy,Frances Tiafoe
2022-06-28,Frances Tiafoe,Hubert Hurkacz,19,6,0.48,0.73,0-5,Grass,Cloudy,Hubert Hurkacz
2022-06-28,Alexander Zverev,Holger Rune,3,15,0.67,0.6,2-3,Grass,Rainy,Alexander Zverev
2022-06-21,Daniil Medvedev,Carlos Alcaraz,9,2,0.71,0.73,3-3,Grass,Rainy,Carlos Alcaraz
2022-07-09,Alexander Zverev,Hubert Hurkacz,6,15,0.65,0.59,0-3,Grass,Cloudy,Hubert Hurkacz
2022-06-26,Casper Ruud,Daniil Medvedev,16,4,0.58,0.67,1-4,Grass,Windy,Daniil Medvedev
2022-06-21,Taylor Fritz,Frances Tiafoe,4,15,0.68,0.76,5-2,Grass,Sunny,Taylor Fritz
2022-06-24,Carlos Alcaraz,Hubert Hurkacz,19,9,0.62,0.63,3-0,Grass,Windy,Carlos Alcaraz
2022-06-24,Frances Tiafoe,Hubert Hurkacz,1,2,0.81,0.7,5-3,Grass,Rainy,Frances Tiafoe
2022-07-05,Hubert Hurkacz,Stefanos Tsitsipas,13,19,0.74,0.6,0-4,Grass,Windy,Stefanos Tsitsipas
2022-07-20,Casper Ruud,Hubert Hurkacz,3,18,0.71,0.61,1-0,Grass,Windy,Casper Ruud
2022-07-11,Hubert Hurkacz,Holger Rune,4,19,0.55,0.45,4-2,Grass,Rainy,Hubert Hurkacz
2022-06-22,Alexander Zverev,Casper Ruud,2,3,0.61,0.73,2-4,Grass,Rainy,Casper Ruud
2022-07-11,Holger Rune,Alexander Zverev,7,6,0.85,0.91,4-0,Grass,Windy,Holger Rune
2022-07-05,Jannik Sinner,Alexander Zverev,13,4,0.68,0.76,5-5,Grass,Rainy,Alexander Zverev
2022-06-20,Carlos Alcaraz,Frances Tiafoe,15,7,0.42,0.63,1-0,Grass,Cloudy,Frances Tiafoe
2022-07-05,Hubert Hurkacz,Taylor Fritz,8,16,0.59,0.53,3-0,Grass,Rainy,Hubert Hurkacz
2022-07-15,Andrey Rublev,Holger Rune,1,2,0.72,0.68,2-0,Grass,Rainy,Andrey Rublev
2022-07-20,Hubert Hurkacz,Novak Djokovic,13,4,0.42,0.78,1-5,Grass,Windy,Novak Djokovic
2022-07-13,Frances Tiafoe,Andrey Rublev,5,19,0.59,0.58,1-0,Grass,Sunny,Frances Tiafoe
2022-07-12,Daniil Medvedev,Holger Rune,1,16,0.95,0.5,4-0,Grass,Cloudy,Daniil Medvedev
2022-07-16,Frances Tiafoe,Daniil Medvedev,1,6,0.49,0.66,5-0,Grass,Rainy,Frances Tiafoe
2022-06-23,Carlos Alcaraz,Holger Rune,20,6,0.66,0.89,4-0,Grass,Sunny,Carlos Alcaraz
2022-06-30,Holger Rune,Taylor Fritz,20,8,0.43,0.72,0-1,Grass,Windy,Taylor Fritz
2022-06-30,Hubert Hurkacz,Frances Tiafoe,13,11,0.57,0.63,0-5,Grass,Cloudy,Frances Tiafoe
2022-06-28,Jannik Sinner,Novak Djokovic,19,6,0.82,0.54,2-0,Grass,Sunny,Jannik Sinner
2022-06-27,Daniil Medvedev,Casper Ruud,6,12,0.72,0.68,4-1,Grass,Windy,Daniil Medvedev
2022-07-14,Taylor Fritz,Novak Djokovic,5,4,0.81,0.72,5-4,Grass,Windy,Taylor Fritz
2022-07-19,Daniil Medvedev,Novak Djokovic,16,3,0.62,0.68,0-0,Grass,Cloudy,Novak Djokovic
2022-07-12,Carlos Alcaraz,Frances Tiafoe,19,10,0.59,0.62,3-5,Grass,Windy,Frances Tiafoe
2022-06-27,Daniil Medvedev,Jannik Sinner,5,9,0.76,0.62,4-3,Grass,Windy,Daniil Medvedev
2022-07-09,Daniil Medvedev,Taylor Fritz,2,20,0.77,0.55,1-5,Grass,Windy,Taylor Fritz
2022-06-26,Carlos Alcaraz,Frances Tiafoe,10,12,0.76,0.62,3-0,Grass,Cloudy,Carlos Alcaraz
2022-07-04,Carlos Alcaraz,Andrey Rublev,4,20,0.53,0.68,2-4,Grass,Cloudy,Andrey Rublev
2022-07-15,Frances Tiafoe,Hubert Hurkacz,7,9,0.59,0.59,0-1,Grass,Sunny,Hubert Hurkacz
2022-06-21,Daniil Medvedev,Frances Tiafoe,16,16,0.53,0.73,1-1,Grass,Sunny,Frances Tiafoe
2022-07-09,Frances Tiafoe,Stefanos Tsitsipas,10,7,0.44,0.99,3-2,Grass,Rainy,Stefanos Tsitsipas
2022-07-15,Holger Rune,Novak Djokovic,4,2,0.82,0.75,4-1,Grass,Cloudy,Holger Rune
2022-07-08,Novak Djokovic,Holger Rune,17,4,0.57,0.74,0-1,Grass,Windy,Holger Rune
2022-06-27,Taylor Fritz,Stefanos Tsitsipas,14,7,0.66,0.74,5-5,Grass,Rainy,Stefanos Tsitsipas
2022-07-17,Carlos Alcaraz,Stefanos Tsitsipas,8,4,0.73,0.72,1-5,Grass,Windy,Stefanos Tsitsipas
2022-06-21,Jannik Sinner,Casper Ruud,8,3,0.65,0.7,3-4,Grass,Windy,Casper Ruud
2022-07-01,Casper Ruud,Daniil Medvedev,7,20,0.66,0.66,3-1,Grass,Windy,Casper Ruud
2022-06-24,Daniil Medvedev,Holger Rune,7,12,0.74,0.34,2-1,Grass,Rainy,Daniil Medvedev
2022-07-04,Novak Djokovic,Taylor Fritz,2,9,0.8,0.68,1-0,Grass,Windy,Novak Djokovic
2022-07-15,Casper Ruud,Daniil Medvedev,11,8,0.64,0.63,2-4,Grass,Cloudy,Daniil Medvedev
2022-07-03,Frances Tiafoe,Taylor Fritz,6,19,0.8,0.65,4-1,Grass,Sunny,Frances Tiafoe
2022-06-20,Andrey Rublev,Holger Rune,7,19,0.6,0.6,3-3,Grass,Rainy,Andrey Rublev
2022-07-18,Hubert Hurkacz,Casper Ruud,8,8,0.57,0.53,2-3,Grass,Cloudy,Casper Ruud
2022-07-05,Taylor Fritz,Daniil Medvedev,19,1,0.5,0.83,3-0,Grass,Sunny,Daniil Medvedev
2022-07-15,Hubert Hurkacz,Andrey Rublev,2,14,0.83,0.66,4-3,Grass,Windy,Hubert Hurkacz
2022-07-12,Hubert Hurkacz,Carlos Alcaraz,15,16,0.67,0.64,1-0,Grass,Sunny,Hubert Hurkacz
2022-07-10,Hubert Hurkacz,Casper Ruud,7,5,0.62,0.74,2-2,Grass,Cloudy,Casper Ruud
2022-07-17,Carlos Alcaraz,Novak Djokovic,16,10,0.67,0.73,1-5,Grass,Windy,Novak Djokovic
2022-06-25,Taylor Fritz,Hubert Hurkacz,1,15,0.86,0.67,3-1,Grass,Windy,Taylor Fritz
2022-07-18,Stefanos Tsitsipas,Frances Tiafoe,15,1,0.64,0.85,5-0,Grass,Windy,Stefanos Tsitsipas
2022-07-12,Hubert Hurkacz,Stefanos Tsitsipas,17,2,0.58,0.64,2-3,Grass,Rainy,Stefanos Tsitsipas
2022-07-13,Taylor Fritz,Andrey Rublev,19,7,0.54,0.61,5-0,Grass,Rainy,Taylor Fritz
